BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	Assay_Type	AssemblyName	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	age	cell_type	marker_genes	source_name	strain	tissue
SAMN08622433	SRX3750322	8	5	SRR6791132	SRS3006540	GSM3026266	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622432	SRX3750323	4	2	SRR6791133	SRS3006663	GSM3026267	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622431	SRX3750324	7	3	SRR6791134	SRS3006539	GSM3026268	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622430	SRX3750325	7	4	SRR6791135	SRS3006538	GSM3026269	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622429	SRX3750326	10	6	SRR6791136	SRS3006542	GSM3026270	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622428	SRX3750327	14	7	SRR6791137	SRS3006543	GSM3026271	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622427	SRX3750328	8	4	SRR6791138	SRS3006544	GSM3026272	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622426	SRX3750329	11	6	SRR6791139	SRS3006546	GSM3026273	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622425	SRX3750330	15	8	SRR6791140	SRS3006549	GSM3026274	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622424	SRX3750331	11	6	SRR6791141	SRS3006545	GSM3026275	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622423	SRX3750332	8	4	SRR6791142	SRS3006548	GSM3026276	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622422	SRX3750333	6	3	SRR6791143	SRS3006547	GSM3026277	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622541	SRX3750334	7	4	SRR6791144	SRS3006550	GSM3026278	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622480	SRX3750335	17	9	SRR6791145	SRS3006551	GSM3026279	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622479	SRX3750336	6	4	SRR6791146	SRS3006552	GSM3026280	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622478	SRX3750337	14	7	SRR6791147	SRS3006553	GSM3026281	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622477	SRX3750338	18	9	SRR6791148	SRS3006556	GSM3026282	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622476	SRX3750339	21	11	SRR6791149	SRS3006555	GSM3026283	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622475	SRX3750340	11	6	SRR6791150	SRS3006674	GSM3026284	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622474	SRX3750341	14	7	SRR6791151	SRS3006554	GSM3026285	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622473	SRX3750342	23	12	SRR6791152	SRS3006559	GSM3026286	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622472	SRX3750343	9	4	SRR6791153	SRS3006561	GSM3026287	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622471	SRX3750344	21	10	SRR6791154	SRS3006560	GSM3026288	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622470	SRX3750345	13	7	SRR6791155	SRS3006562	GSM3026289	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622469	SRX3750346	11	6	SRR6791156	SRS3006563	GSM3026290	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622468	SRX3750347	12	6	SRR6791157	SRS3006565	GSM3026291	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622467	SRX3750348	20	10	SRR6791158	SRS3006567	GSM3026292	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622466	SRX3750349	11	6	SRR6791159	SRS3006566	GSM3026293	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622465	SRX3750350	14	7	SRR6791160	SRS3006564	GSM3026294	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622464	SRX3750351	17	9	SRR6791161	SRS3006568	GSM3026295	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622463	SRX3750352	12	6	SRR6791162	SRS3006570	GSM3026296	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622462	SRX3750353	16	8	SRR6791163	SRS3006569	GSM3026297	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622461	SRX3750354	19	9	SRR6791164	SRS3006572	GSM3026298	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622460	SRX3750355	8	4	SRR6791165	SRS3006571	GSM3026299	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622459	SRX3750356	5	2	SRR6791166	SRS3006575	GSM3026300	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622458	SRX3750357	11	6	SRR6791167	SRS3006576	GSM3026301	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622457	SRX3750358	7	4	SRR6791168	SRS3006574	GSM3026302	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622456	SRX3750359	16	8	SRR6791169	SRS3006573	GSM3026303	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622455	SRX3750360	10	5	SRR6791170	SRS3006577	GSM3026304	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622454	SRX3750361	13	7	SRR6791171	SRS3006578	GSM3026305	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622453	SRX3750362	16	8	SRR6791172	SRS3006580	GSM3026306	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622452	SRX3750363	20	10	SRR6791173	SRS3006583	GSM3026307	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622451	SRX3750364	10	5	SRR6791174	SRS3006582	GSM3026308	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622510	SRX3750365	18	9	SRR6791175	SRS3006581	GSM3026309	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622509	SRX3750366	16	8	SRR6791176	SRS3006579	GSM3026310	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622508	SRX3750367	4	2	SRR6791177	SRS3006584	GSM3026311	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622507	SRX3750368	17	9	SRR6791178	SRS3006585	GSM3026312	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622506	SRX3750369	13	7	SRR6791179	SRS3006695	GSM3026313	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622505	SRX3750370	7	3	SRR6791180	SRS3006587	GSM3026314	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622504	SRX3750371	7	4	SRR6791181	SRS3006586	GSM3026315	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622503	SRX3750372	14	7	SRR6791182	SRS3006589	GSM3026316	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622502	SRX3750373	10	5	SRR6791183	SRS3006588	GSM3026317	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622501	SRX3750374	8	5	SRR6791184	SRS3006590	GSM3026318	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
